missing_type	missing_rows_proportion	model	evaluation_metric	drop	drop_lower	drop_upper	mean	mean_lower	mean_upper	median	median_lower	median_upper	random	random_lower	random_upper	regression	regression_lower	regression_upper	stochastic	stochastic_lower	stochastic_upper	missing_cells_proportion
MAR	0.05	lin	ev	0.9999999994100597	0.9999999994038588	0.9999999994154323	0.9881226466875657	0.9872290632566222	0.9888732855011306	0.9881460634612883	0.987225421506297	0.9889820871591574	0.9815668272010996	0.9803836294006815	0.9827206784815385	0.9558872307186109	0.953517575368225	0.9585708834106514	0.9558872307156371	0.9535175754364542	0.9585708833800904	0.02448
MAR	0.05	lin	mse	0.9869241491747465	0.9779862373929236	0.9954719776820421	19844597.035164703	18642089.50697451	21260875.203145087	19805520.15837496	18586263.870067775	21211276.717199188	30812492.43368371	28667021.936409924	32777261.068518225	73708089.43722755	69447628.6121413	78341675.27303308	73708089.44215938	69447628.460871	78341675.34540251	0.02448
MAR	0.07631578947368421	lin	ev	0.999999999411526	0.9999999994024621	0.9999999994193394	0.9807584387328044	0.9795307357124098	0.9820158030955963	0.9808034769665004	0.9794742346720084	0.9820564485516348	0.973184139583736	0.9710413748059454	0.9752337918157674	0.9433892588472588	0.9417874281803555	0.9459148209875817	0.9433892588526643	0.9417874281450032	0.9459148210732162	0.03723999999999998
MAR	0.07631578947368421	lin	mse	0.9849677702896195	0.9755448353719697	0.9918417549554405	32159819.256220613	30053756.17885974	34430648.596004404	32084500.071635637	29986735.76740423	34418439.84537066	44820159.05882314	41301511.52305715	48399199.0341489	94608990.60546312	91403115.70154	97579488.0112889	94608990.59644905	91403115.70486924	97579488.07083562	0.03723999999999998
MAR	0.10263157894736842	lin	ev	0.9999999994111924	0.9999999994045594	0.9999999994182354	0.9730819466048025	0.9711614258879703	0.9745433838100144	0.9731467096483055	0.9712482818028028	0.9746190659510852	0.9638461720100637	0.9617636735862584	0.9655871044522488	0.9333669275135508	0.9316329788526507	0.9352317103358481	0.9333669275215	0.9316329788871608	0.9352317103393335	0.05012000000000001
MAR	0.10263157894736842	lin	mse	0.9852236645466822	0.9768081870398302	0.9978532098199042	44990558.45647231	42706057.938325986	48225186.718620785	44882046.67466382	42652605.28645499	48227988.5666924	60435741.06858376	57151347.721884556	64360449.66715594	111350488.69210407	109269965.37141152	114093841.58737907	111350488.6790138	109269965.32174829	114093841.55871974	0.05012000000000001
MAR	0.12894736842105264	lin	ev	0.9999999994114213	0.9999999994026392	0.9999999994202514	0.966074276954405	0.9647533139251887	0.9673699952134744	0.9661618700369067	0.9647571032958344	0.9677633405069436	0.9552431538988094	0.9530573661524566	0.957111828513054	0.925765258953094	0.9236447662456445	0.9277146418222264	0.9257652589484561	0.923644766247762	0.9277146418547209	0.06293999999999998
MAR	0.12894736842105264	lin	mse	0.9846862636874301	0.9746218926335197	0.9921580990312081	56688914.157952234	53979433.03557989	59347126.769173965	56542872.321089745	53758610.19560439	59246650.44701446	74790235.9661789	72535319.97955349	78010004.50717756	124054296.9440934	120532142.6154213	128311764.07990322	124054296.95162591	120532142.77319682	128311764.11113803	0.06293999999999998
MAR	0.15526315789473683	lin	ev	0.99999999941129	0.9999999994038594	0.9999999994191453	0.9587562814082312	0.9575442028007444	0.9597775902790372	0.9588665473768115	0.9576717506489237	0.9599328512124343	0.9464336965824016	0.9446874798888387	0.9484951178487179	0.9186841295247161	0.9170372293103853	0.9202709931356595	0.9186841295228786	0.9170372292947627	0.9202709931227169	0.07617999999999998
MAR	0.15526315789473683	lin	mse	0.9856768654606198	0.9768779027781566	0.9938082901443603	68938595.79212041	66860541.46039474	71293051.60952064	68754042.5939352	66805722.51123075	70971604.00209507	89538772.87986477	86208734.9439759	92918470.8111461	135895627.6811298	132752455.66380566	138922245.42762023	135895627.68417704	132752455.66615301	138922245.43279588	0.07617999999999998
MAR	0.18157894736842106	lin	ev	0.9999999994111752	0.9999999994020395	0.9999999994200011	0.9519510118163054	0.9501146588017589	0.9540213120788545	0.9520786239187818	0.9501945901931982	0.9541909522625928	0.9383187496619715	0.935036328942589	0.9408984071334789	0.9112271938404025	0.9079338203946118	0.9138574872888494	0.9112271938483201	0.9079338203444547	0.9138574872702891	0.08880000000000003
MAR	0.18157894736842106	lin	mse	0.9846740137928323	0.9769232140021609	0.994400542542914	80296040.0066865	76997942.16116938	83454068.22233967	80082535.42884465	76657182.63427469	83269153.68580201	103077344.0818717	98839055.92055114	107859491.87063564	148360205.07349175	142473545.16014776	153158697.29792622	148360205.0602933	142473545.1755848	153158697.28230754	0.08880000000000003
MAR	0.20789473684210524	lin	ev	0.9999999994121582	0.9999999994059687	0.9999999994188221	0.9444029815988912	0.9419082567761102	0.9466968868755957	0.9445736824984232	0.9421258837492228	0.9469049328407313	0.929464177239154	0.9261764663700771	0.9325551883603262	0.9037428528887448	0.9012348401383738	0.9066093801015144	0.9037428528838706	0.9012348401428854	0.9066093801041599	0.10184000000000003
MAR	0.20789473684210524	lin	mse	0.9831893901068853	0.9737851710148343	0.9928694237013655	92923440.83836208	88031739.02245727	97040080.69419338	92637775.77701584	87755921.99050505	96695135.64527714	117895868.26601015	113097557.8736147	123446252.09825873	160849730.7587028	156058096.95713037	165687465.35918793	160849730.76684293	156058096.9836873	165687465.36164606	0.10184000000000003
