missing_type	missing_rows_proportion	model	evaluation_metric	drop	drop_lower	drop_upper	mean	mean_lower	mean_upper	median	median_lower	median_upper	random	random_lower	random_upper	regression	regression_lower	regression_upper	stochastic	stochastic_lower	stochastic_upper	missing_cells_proportion
MAR	0.05	lin	ev	0.9999996406331794	0.9999996373995123	0.9999996442322868	0.9833157200555718	0.9820391557285147	0.9847256699777754	0.9833657093842371	0.9820513429531078	0.9847886080049149	0.9661464615788863	0.9643535718220542	0.9677072774089177	0.90950042483793	0.9055826478086471	0.9144341012936499	0.9095004248560393	0.9055826478336642	0.9144341016607589	0.024459999999999996
MAR	0.05	lin	mae	3.9344602331132155	3.921545052875258	3.946117799007879	439.81484588631605	418.2731566796499	465.5508387972842	439.2916008832141	417.2614535875817	465.0535832658748	646.8752082892348	625.2555725424286	668.0559476058751	1663.107958222336	1588.9654511617048	1730.6544522592526	1663.1079578169683	1588.9654451854128	1730.6544519233444	0.024459999999999996
MAR	0.05	lin	mse	24.539029009471133	24.355214781170037	24.685109588517264	1138234.996615348	1043957.3511550347	1221828.9075816988	1134826.2040525125	1037501.9876226487	1217276.5428757938	2309731.6325404947	2201696.253321909	2428407.09522918	6174631.72674239	5850817.887480755	6425150.3892724365	6174631.725524141	5850817.889228713	6425150.383468214	0.024459999999999996
MAR	0.05	lin	rmse	4.953596450590222	4.9350999603745365	4.968411061898813	1065.3098435970378	1021.7419511795248	1105.3629271246168	1063.692795421639	1018.5774937738195	1103.3025009471942	1518.446142128211	1483.8113734798194	1558.3346622741904	2483.2181073023803	2418.846389852083	2534.788035406187	2483.2181070404135	2418.84639021342	2534.7880342613016	0.024459999999999996
MAR	0.07631578947368421	lin	ev	0.9999996399176801	0.9999996358639314	0.9999996440017704	0.9729974192011924	0.9712136753397804	0.9745286705656337	0.9731020730730137	0.9713193416405418	0.9745778237754849	0.9511355600856546	0.9476796321310004	0.9542107245678665	0.8846737529124575	0.8800420363937654	0.8883774142715912	0.8846737529264475	0.8800420363740131	0.888377414342816	0.03732
MAR	0.07631578947368421	lin	mae	3.9385396343480403	3.9207334726851695	3.9512354604380624	588.6526076455292	564.235385654291	611.6474557352371	587.9467982241948	564.4284962309958	612.3978013934991	825.1701156795185	805.2018750224303	851.72421142312	2004.0017128084337	1960.751582083904	2059.019420769282	2004.001712545695	1960.7515814967712	2059.019421216496	0.03732
MAR	0.07631578947368421	lin	mse	24.59825519276093	24.440033417293826	24.752033126163724	1843013.1108138096	1727303.0164745657	1966329.7908724165	1835886.1823417898	1720705.9659423889	1961429.8881614415	3335197.103464029	3137339.8743077037	3596198.912904419	7868603.458904998	7615521.595538794	8144271.907229994	7868603.457929411	7615521.59236916	8144271.908754872	0.03732
MAR	0.07631578947368421	lin	rmse	4.959570174554862	4.943686217509313	4.975141501094306	1356.1466320150423	1314.2686676334085	1402.258800959135	1353.5163688119624	1311.756822226695	1400.5103185731427	1824.5618543144267	1771.2519256806768	1896.3611158187928	2804.2251953867967	2759.6233869009147	2853.817076513553	2804.2251952192687	2759.6233863262787	2853.817076780716	0.03732
MAR	0.10263157894736842	lin	ev	0.9999996404400817	0.999999636366588	0.9999996457904095	0.9636213006963188	0.9619582396572505	0.9662275513910774	0.963725338683719	0.9618828014480947	0.9662594174147426	0.9391063748686739	0.9360861024456328	0.9416380871963554	0.8705357946061568	0.8680441883197971	0.8726782953478087	0.8705357946068918	0.8680441883207918	0.8726782953065539	0.05016
MAR	0.10263157894736842	lin	mae	3.934610660110019	3.9156954819017504	3.9518169716228657	707.351584789896	683.0012573033503	720.7759514796182	707.1622241072341	683.2628288847676	720.5243509246211	985.5161118790455	965.249929206353	995.8722528457159	2184.2542421145763	2150.283016884142	2217.512842402851	2184.2542420552018	2150.2830181763743	2217.5128427347117	0.05016
MAR	0.10263157894736842	lin	mse	24.553593735706315	24.345795496989126	24.734230494698025	2482131.005977892	2323487.4916242855	2604399.3493339587	2475052.82361511	2321469.02067473	2597054.4325143127	4154892.1466748314	4014811.908869794	4351909.586472478	8833213.550626412	8675759.058788968	8986270.10651448	8833213.550577935	8675759.060810998	8986270.102816645	0.05016
MAR	0.10263157894736842	lin	rmse	4.955039995214987	4.9341456576605776	4.973351912390833	1574.4483208221106	1524.294943944519	1613.8149978798908	1572.2118559908602	1523.6261874524353	1611.5376542659283	2037.5173207315963	2003.698672346029	2086.123099273167	2971.690697807526	2945.463616173322	2997.7101028898524	2971.690697803952	2945.463616516409	2997.710102273119	0.05016
MAR	0.12894736842105264	lin	ev	0.9999996403213695	0.9999996359185702	0.9999996450373615	0.9544236303282747	0.9521824191014201	0.9566398787523425	0.9545706883655329	0.9524997822618093	0.9567588103150517	0.9250504261551233	0.9229028034479614	0.928269198431896	0.8573355276564187	0.8546233403719986	0.8604722985886828	0.8573355276915952	0.8546233403355117	0.8604722985919102	0.06301999999999999
MAR	0.12894736842105264	lin	mae	3.936453612623584	3.9130798565979727	3.9578158822555394	830.2812261037044	810.2737054518309	848.648043713102	829.598503549538	809.8983365857498	848.1449757510871	1155.548569276987	1134.9858391822863	1175.038725803587	2330.9048834318623	2306.8503706890983	2359.8374039652645	2330.9048833797524	2306.850370073293	2359.837403760729	0.06301999999999999
MAR	0.12894736842105264	lin	mse	24.56296462188409	24.298039732982495	24.812029811554247	3109824.831838811	2947456.948952522	3243704.233127021	3099816.8285454623	2936824.7599945753	3221128.8340270487	5114120.149370582	4918808.729864637	5270904.150641261	9733435.994853439	9515872.295639103	9936902.531266741	9733435.992454741	9515872.294969289	9936902.539873224	0.06301999999999999
