missing_type	missing_rows_proportion	model	evaluation_metric	drop	drop_lower	drop_upper	mean	mean_lower	mean_upper	median	median_lower	median_upper	random	random_lower	random_upper	regression	regression_lower	regression_upper	stochastic	stochastic_lower	stochastic_upper	missing_cells_proportion
MARX	0.05	lin	dif	-0.18022415021850016	-0.5778752706553485	0.24415333095319358	-575558.0660314094	-761655.133570632	-428498.11641507404	-576182.9414809663	-760740.0877033962	-432921.63980890077	-286136.44290581066	-520047.62837826053	-47888.09588177479	-3617905.201861971	-4556011.088967146	-3017876.788040638	-3617905.258889068	-4556011.133387512	-3017876.795253517	0.0
MARX	0.05	lin	ev	0.9999996347461441	0.9999996317166061	0.9999996404333856	0.9757024415851671	0.9734060857325565	0.9772838363521861	0.9756974410690061	0.973447690625133	0.9772854461008305	0.9644978759732172	0.9623792519339267	0.966343919076052	0.8533384288148677	0.842071152355075	0.8626489911866116	0.8533384279521823	0.8420711514075023	0.8626489911217277	0.0
MARX	0.05	lin	mae	3.9474539996966307	3.9320074022290616	3.9742769646032383	481.1478165909325	468.9841195445662	496.3305179258773	481.1045318781209	468.12587281581307	496.94107437131277	656.3053770054876	645.8433918475499	664.4828132652394	1826.8981259541943	1805.3780824687767	1867.0486568591348	1826.8981263885194	1805.3780826709256	1867.0486572798306	0.0
MARX	0.05	lin	mse	24.806434165920294	24.52556252870128	25.05767043574404	1655178.835034498	1600007.2409734111	1807118.0453218273	1655508.1245135027	1599883.831339541	1808809.980829591	2419339.908135979	2280465.447797395	2561813.0889089233	9986382.212962331	9386159.612634845	10674685.870969854	9986382.272631047	9386159.615835361	10674685.936896473	0.0
MARX	0.05	lin	rmse	4.9804121668459365	4.952328768799777	5.005763633692621	1282.68548901835	1264.9139088177494	1343.927458037922	1282.8336390157529	1264.8650556630282	1344.5598447149775	1553.4028773310529	1510.1201215678911	1600.444493520667	3155.2002332565235	3063.6839850417346	3267.1253402708785	3155.2002425267965	3063.6839855640524	3267.125350533391	0.0
MARX	0.07631578947368421	lin	dif	-0.16985715211892866	-0.8075671935319981	0.4129425539468299	-439216.92883280787	-631918.2966320786	-321802.98477113945	-440948.8901842277	-634278.4077573726	-318856.3871028277	-27722.057959757607	-164401.96741654747	52430.16682039248	-1807631.9983411122	-2712235.837179875	-950413.0821307632	-1807631.9972182494	-2712235.8055837406	-950413.0953353315	0.0
MARX	0.07631578947368421	lin	ev	0.9999996347135969	0.9999996288018977	0.9999996423046608	0.9677506327114559	0.9650030617515657	0.9704473051781977	0.967741312777642	0.9650061406498077	0.9704584771017826	0.952549829657231	0.9499202663420223	0.9547643674118087	0.8564519487373925	0.8486617394843072	0.8690595109333037	0.8564519487905002	0.8486617396276734	0.8690595108869157	0.0
MARX	0.07631578947368421	lin	mae	3.947537198927897	3.908935467889863	3.983367830589578	620.60735235376	614.7615929189197	627.7759096366153	620.6381841895542	614.3586956153391	628.5492090573549	835.6667689768019	827.6629907590187	844.2201987212492	2132.733785479567	2104.57385133821	2147.5966884200534	2132.733785312104	2104.573851090089	2147.596685980804	0.0
MARX	0.07631578947368421	lin	mse	24.826505327738403	24.364159640218336	25.30776837398537	2196773.052709729	2019925.3763745176	2356645.0611034026	2197411.279432149	2019160.5058076284	2356583.0267056865	3233476.776728609	3176534.4728382337	3401723.186003261	9781177.040861469	9005186.689062513	10704562.46984851	9781177.037158411	9005186.687316976	10704562.470962055	0.0
MARX	0.07631578947368421	lin	rmse	4.982397735627158	4.935988689929493	5.030681084362331	1480.3891747113735	1421.0305622110927	1535.1364784195027	1480.5993868820267	1420.7621723129978	1535.1166164190624	1796.4841711530717	1782.2834970696324	1844.3474937101453	3124.2852238474434	3000.8631757183307	3271.2736849179237	3124.2852233207086	3000.863175426877	3271.273685163229	0.0
MARX	0.10263157894736842	lin	dif	-0.16419505189548006	-0.4512428654465097	0.21538915644262868	-370513.4671724663	-560269.4026497481	-72149.6227641534	-369650.0011128792	-556658.6787097848	-70797.63832183066	-90222.3094332675	-363971.3402689685	270010.10220212245	-1624308.048269911	-1833668.4522004793	-820146.6662097382	-1624308.0524442585	-1833668.4550676574	-820146.6678911457	0.0
MARX	0.10263157894736842	lin	ev	0.9999996366411571	0.9999996306782863	0.999999643316653	0.9604085100091023	0.9593685112108183	0.964636786150274	0.9604331175914931	0.9592956848608659	0.9647097397658064	0.9403832891294304	0.9374340617708239	0.9430119502605139	0.8475027728707623	0.8381308075914535	0.8539118799218196	0.8475027728142146	0.8381308075486817	0.8539118799224399	0.0
MARX	0.10263157894736842	lin	mae	3.944937013968731	3.9135388297701006	3.967453850539376	739.9411766181071	718.5110401797923	765.0197486502581	739.8423238520729	717.5147456529525	764.9539124160176	999.8687697658488	991.2725887945079	1014.1045970076225	2289.112533534192	2261.2425212851863	2310.292730624144	2289.112533832371	2261.2425217299105	2310.292730965811	0.0
MARX	0.10263157894736842	lin	mse	24.784425938501386	24.55312394096391	25.047962161070377	2703497.2392975735	2411512.8749640603	2764523.431955898	2701789.024637457	2408320.7792293765	2765431.970102146	4065747.2024910087	3904428.9535988476	4195520.190621138	10396312.940132523	9792860.972809723	10779731.063723538	10396312.943929395	9792860.971054394	10779731.065429918	0.0
MARX	0.10263157894736842	lin	rmse	4.978209651271765	4.955103970105602	5.004792591037518	1640.0683818592129	1552.7301645336302	1662.6796547885506	1639.538587787481	1551.6978181591642	1662.9545526670017	2013.663079624575	1975.9011142326347	2048.2610600001267	3222.3390336554103	3129.354423700178	3283.123507782728	3222.339034212288	3129.3544234195797	3283.1235080362276	0.0
