missing_type	missing_rows_proportion	model	evaluation_metric	drop	drop_lower	drop_upper	mean	mean_lower	mean_upper	median	median_lower	median_upper	random	random_lower	random_upper	regression	regression_lower	regression_upper	stochastic	stochastic_lower	stochastic_upper
MARX	0.05	lin	dif	-0.013963245309653607	-0.0377980886839413	0.010634683742061987	-0.013591173629437275	-0.03836849332352389	0.011364696954354908	-0.013607704337671968	-0.03845666255897072	0.01151272972100685	-0.01310494339197745	-0.03783526277509587	0.011015077801023121	-0.013647634406421761	-0.03909898330800786	0.010691155014156795	-0.013412943616369799	-0.03844338895187416	0.010829247398148417
MARX	0.05	lin	ev	0.34468356622410273	0.32761354768324913	0.363557922527911	0.33728582919799466	0.3198823664970626	0.35559681024822654	0.3368603622003406	0.31919788983180886	0.3551780058957547	0.3307162471950616	0.31347952192029094	0.3489912529347712	0.337679390400902	0.320770804807367	0.35588214600865403	0.33485420015370787	0.31759565814557944	0.3532856446364925
MARX	0.05	lin	mae	0.5065748495637864	0.49772456796406794	0.5152183829202532	0.5102676772351777	0.501268736463878	0.5188160824429865	0.5105850592016831	0.5015844038665057	0.5191114345535202	0.5125223605008029	0.5035369644073088	0.5210157749256733	0.5097361417764834	0.5010192837110917	0.5182458119080309	0.5108322020116026	0.5023040239060073	0.5193914129765385
MARX	0.05	lin	mse	0.42768719554975926	0.4127120628838012	0.44256013897601076	0.43246815064192706	0.41684384255714	0.44751793546872204	0.4327451156020336	0.4169901319295957	0.4477960160019512	0.4367515273899405	0.42145164647374933	0.45220643524485454	0.4322151016555884	0.41719863572121146	0.44747255593392543	0.4340565854504438	0.41904971778414957	0.4492234653438569
MARX	0.05	lin	rmse	0.6537533295617868	0.6424266981495679	0.6652519363300112	0.6574084922345071	0.6456344494795752	0.6689678128677863	0.65761855587498	0.6457477308737141	0.6691756241825817	0.6606526551592384	0.6491930733392188	0.6724629619556872	0.6572153364620541	0.6459091543110778	0.6689338950289467	0.6586127975532134	0.6473404960154954	0.6702413484875008
MARX	0.07631578947368421	lin	dif	-0.014436679930080437	-0.04037024558077258	0.010785668254671768	-0.013623869380588424	-0.03837493249214549	0.010720215718118598	-0.0136826227085531	-0.03875053921289709	0.010802503950374173	-0.012559231338038459	-0.03654101535253698	0.011642663394946656	-0.013612958444791153	-0.0381672832002546	0.010522238970934225	-0.013065671159801475	-0.037764989446385525	0.010371896014726628
MARX	0.07631578947368421	lin	ev	0.3440421651755571	0.32582551299031626	0.3629316136709849	0.3334626433373788	0.3166770934173311	0.35186146893424236	0.332819471707649	0.31578047959081534	0.3511683021986176	0.32412438820382705	0.30694240797439193	0.3423580677457676	0.33412525048242697	0.3175099474689608	0.35222586533848754	0.33020409488685704	0.31354416522653233	0.34784073237677343
MARX	0.07631578947368421	lin	mae	0.5067181308409965	0.4973692354649916	0.5157046280004226	0.5121423311713358	0.5034662410617913	0.5207279098014699	0.5126286440470263	0.503948104984078	0.5211383521022228	0.5154505074116535	0.5066694756132476	0.5241932500478985	0.5113463567795536	0.5025325271651946	0.5197982815620554	0.5128871838855087	0.5039833362716385	0.5214847582985097
MARX	0.07631578947368421	lin	mse	0.42790491569416	0.4120985866678369	0.4440406127652225	0.4349572974251699	0.42027885573528667	0.4501990126382778	0.4353763699482028	0.4204601324728868	0.45082290255904606	0.4410536692174528	0.42559554532500543	0.4558727197494452	0.43452537341526826	0.4194483957483841	0.4496177489602555	0.43708283111675944	0.42187280713262226	0.4521372467694592
MARX	0.07631578947368421	lin	rmse	0.6539051710947761	0.6419490530060209	0.6663637236685744	0.6593003223738857	0.6482891760103556	0.6709687121148179	0.6596166661884908	0.648428972553014	0.6714334684531552	0.6639018147523914	0.6523768430101781	0.6751834704389115	0.6589719384987989	0.6476483580962826	0.6705354195808116	0.6609065868725325	0.6495173647473542	0.6724115159397489
MARX	0.10263157894736842	lin	dif	-0.014962831622956379	-0.04053441748306823	0.010731439887435815	-0.012754268068254433	-0.03724720699812681	0.011747430786502283	-0.012739063157376575	-0.03713720591536303	0.011789132240545841	-0.011116283653875826	-0.03580065564943276	0.013920623921128722	-0.012970491995422141	-0.0374230844252873	0.01124063102388076	-0.012388422747573952	-0.0367034907376069	0.012520611304142129
MARX	0.10263157894736842	lin	ev	0.3439564236450797	0.3255296216224196	0.3638106188937479	0.33039098260826905	0.3127593784661853	0.3485833878054934	0.32957874231874573	0.3118095460341933	0.3480683624650956	0.31814702372580744	0.3003454253018505	0.33599777409837306	0.33111107226233133	0.314172607927353	0.34908269042054435	0.32547221930393166	0.30873161153501094	0.3433158819526961
MARX	0.10263157894736842	lin	mae	0.5071068453973905	0.497417615798579	0.5165532311755013	0.5138746635746141	0.5051036971796814	0.5223738921056476	0.5145109924698579	0.5057098856280191	0.5229941854559115	0.518334174120261	0.5092064690239236	0.5273151660790274	0.5128912580969452	0.5042146817305322	0.5217290550359412	0.5151165629774974	0.5063857895337405	0.5239005436305557
MARX	0.10263157894736842	lin	mse	0.42843077303933236	0.4121133208463774	0.4444085874241138	0.43695935595321467	0.42169058299217305	0.45210598669607754	0.43749130038251194	0.42209411678782716	0.45266096978916637	0.44495551661979366	0.4294163885505778	0.46070361531979886	0.436495052074008	0.42116075484471516	0.451946146965086	0.440171828283993	0.42495107832812595	0.4555801205972263
