missing_type	missing_rows_proportion	model	evaluation_metric	drop	drop_lower	drop_upper	mean	mean_lower	mean_upper	median	median_lower	median_upper	random	random_lower	random_upper	regression	regression_lower	regression_upper	stochastic	stochastic_lower	stochastic_upper	missing_cells_proportion
MARX	0.05	lin	ev	0.9999860384341313	0.9999860262176352	0.9999860989198667	0.9813362395863591	0.9809419051062629	0.9817483684012605	0.9814001493667168	0.9810013531978428	0.9817703874710052	0.970500103256829	0.9678104394111942	0.973522181434045	0.9466565268969553	0.945045286063352	0.9485590540963744	0.9466914971208442	0.9448415941308187	0.9488189453289559	0.0
MARX	0.05	lin	mae	0.08079927056350072	0.08015863915921898	0.08109762488785748	1.3525499594996357	1.3010203348757823	1.4163747633576445	1.3478669481778889	1.2928770358856574	1.4133400001042042	1.8303289725177347	1.7823731579569804	1.863631094400689	3.312401921019215	3.2283486688925436	3.3717807010952967	3.314260465965389	3.244519510738285	3.377390235639413	0.0
MARX	0.05	lin	mse	0.010132516363686363	0.010046865143582441	0.010205724896351498	13.501821561890745	13.282438289544185	13.822524943013821	13.455586971484186	13.266464739246066	13.77143845889414	21.34824545966357	18.994321984766827	23.333258925056747	38.61396952572217	36.82842222862992	40.236729907230355	38.58956145210283	36.64242548912011	40.38620317997808	0.0
MARX	0.05	lin	rmse	0.10065816398778342	0.10023405181664782	0.10102338786811448	3.673579566645997	3.6445079626122627	3.717865643486034	3.667238046304	3.642315848364343	3.710988878842692	4.611740469938577	4.358247581857509	4.830451213401989	6.21205962845273	6.068642535907839	6.343242854189831	6.209907273031516	6.053298727893751	6.355014018865583	0.0
MARX	0.07631578947368421	lin	ev	0.9999860408980193	0.9999859308232537	0.9999862427747294	0.9702407535708613	0.968513567844812	0.9712178504815788	0.9702699030843969	0.9685368302046337	0.9712721802462354	0.9562529478261279	0.9548399498295704	0.9571111355632191	0.9306744426890416	0.925667600860314	0.9331232443197914	0.9306473405272655	0.9256862185878838	0.9332337663202046	0.0
MARX	0.07631578947368421	lin	mae	0.08047010865827217	0.08002310192770512	0.08091522537627091	1.757050846430738	1.7178771992961877	1.7861637844390112	1.7540149639886706	1.7171969252592238	1.7842465340029166	2.4098683668002936	2.3651483985405273	2.460065900160209	4.03851217047569	3.970219801032577	4.047161534861455	4.039965815621356	3.969811687751472	4.04602370901649	0.0
MARX	0.07631578947368421	lin	mse	0.010050297535030473	0.009983210429460106	0.010105044524866002	21.536317041981224	20.86361377084072	22.54375396613259	21.515463335358838	20.824221883751097	22.527003217056095	31.661114392537268	30.773995039229142	32.37655421189314	50.167626358002245	48.65967485184694	53.33519810937764	50.187451866827836	48.57918595727356	53.321938286750076	0.0
MARX	0.07631578947368421	lin	rmse	0.10025006264513739	0.09991601688147955	0.10052385052745444	4.639061276528739	4.567670497183517	4.748026323235012	4.636766880014248	4.563356427428291	4.746262025747851	5.625028079522551	5.547431391124107	5.690039913031643	7.077882343663726	6.97564870473327	7.303095104774252	7.079348844055337	6.96987704032672	7.3021872262185985	0.0
MARX	0.10263157894736842	lin	ev	0.9999860227937905	0.9999859631153543	0.9999862177208382	0.9626066878964095	0.9620809614470612	0.9631154570225091	0.9626997410072743	0.9621846667004288	0.9631868356621679	0.9415569807971373	0.9405867391436218	0.9438540574159405	0.9200905690750938	0.919462327327528	0.9212214601361062	0.9200902833433494	0.9193122016567947	0.9212332078326728	0.0
MARX	0.10263157894736842	lin	mae	0.08061989528850752	0.08020304649176366	0.08077310905882969	2.2227919567323697	2.1769656690473713	2.25830293942329	2.219403108119271	2.17722957682452	2.252499209842313	2.93483694155378	2.9347827886804327	2.971481478931891	4.533502836776412	4.526142692715411	4.592129508398395	4.533539893686859	4.527914572303764	4.596581984085578	0.0
MARX	0.10263157894736842	lin	mse	0.010101070943240947	0.010058080434410446	0.010199454670732263	27.07552943723511	26.837100282126272	27.305058230416613	27.008200654743057	26.78516662076294	27.23077758644667	42.31948909137785	40.19651746608812	43.23188543892121	57.83027414260338	56.51303985635294	58.41132559623437	57.830626406449554	56.50463901366208	58.51727340640388	0.0
MARX	0.10263157894736842	lin	rmse	0.10050189707501063	0.10028998172504792	0.10099234956536195	5.203320576220803	5.180453675319013	5.225424215354828	5.196845200797981	5.175438785336268	5.218311756348664	6.503764298057992	6.340072354956852	6.575095850169882	7.604024847216898	7.517515537486633	7.6427302448951036	7.6039324151878205	7.516956765451168	7.6496583849479105	0.0
MARX	0.12894736842105264	lin	ev	0.9999858943554166	0.9999858585961373	0.9999860107392642	0.951930301138143	0.9489541824863771	0.9551907198128825	0.9519946043927536	0.9490630064175539	0.9551925760388835	0.9300042751822974	0.9270469231745041	0.9338520781195346	0.9013374778834132	0.8944916011808277	0.9060098559692881	0.9012973463875926	0.8950275824734861	0.9059535222691734	0.0
MARX	0.12894736842105264	lin	mae	0.08088346749188971	0.08061990355302055	0.08098373026560031	2.6089548769488458	2.5732711193576745	2.6776193951455336	2.60411447127668	2.568961444326077	2.672633054797834	3.399393852993414	3.3595284967955044	3.5090967163236226	5.103255639577554	5.055987401829069	5.194769680233181	5.105434045498547	5.061753507018545	5.19703320229658	0.0
MARX	0.12894736842105264	lin	mse	0.010166638172541202	0.01014268478208188	0.010162739166580295	34.807930555116606	32.1665373972199	37.0127732257368	34.76128434238593	32.16536653914099	36.94269014883335	50.67288667450968	47.96049237822279	52.63238926262349	71.40879832091387	67.82450464840196	76.53372828112211	71.43656051850223	67.93061127463153	76.62019943939548	0.0
