missing_type	missing_rows_proportion	model	evaluation_metric	drop	drop_lower	drop_upper	mean	mean_lower	mean_upper	median	median_lower	median_upper	random	random_lower	random_upper	regression	regression_lower	regression_upper	stochastic	stochastic_lower	stochastic_upper	missing_cells_proportion
MARX	0.05	lin	ev	0.9999999999985757	0.9999999999985665	0.9999999999985802	0.9867830349666965	0.986334957952477	0.987579150488506	0.9867623392885546	0.9863247229854311	0.9875672983631507	0.9861135024084288	0.9854399091065166	0.98692855394952	0.9871200170196005	0.9867085293888375	0.9873382345647167	0.9871200170013502	0.9867085296023159	0.987338234922429	0.0
MARX	0.05	lin	mae	0.07867181394902427	0.07863256561858596	0.07866326908992476	2475.887461312385	2416.944252676743	2551.10801660759	2477.0291250078676	2419.6023115303983	2554.074436079448	2521.5395556633	2325.786894578415	2719.812422670654	2542.5255481337363	2392.3143772723897	2677.616902328219	2542.525573789861	2392.314377220294	2677.6169062612794	0.0
MARX	0.05	lin	mse	0.009740171411336549	0.009710000539838781	0.00979632155946189	90458905.18076138	85117093.65504822	93148188.25448199	90600149.45823286	85197869.91280037	93216765.71469489	95023723.3812581	89395121.81952643	99942045.07534593	88125949.67598048	87409135.97461805	90612947.42502938	88125949.78812999	87409133.49737717	90612945.97964263	0.0
MARX	0.05	lin	rmse	0.09869179797708885	0.09853933498780465	0.09897636869203623	9506.387367565416	9225.892566849465	9651.330905863811	9513.843179539092	9230.269222119166	9654.882998498475	9744.731721190436	9454.899355335647	9997.10183379893	9380.964173287111	9349.285318922406	9519.083329030658	9380.964177340147	9349.285186439505	9519.083253110177	0.0
MARX	0.07631578947368421	lin	ev	0.9999999999985709	0.9999999999985527	0.9999999999985912	0.9805930277610795	0.979419325676399	0.9820981687437963	0.9805866684417579	0.9794117273417895	0.9820585002512178	0.978421052333428	0.9767793983584775	0.9792425352231764	0.9834579292154102	0.9813910654140734	0.9840299218325216	0.9834579292222543	0.9813910654062207	0.9840299218135596	0.0
MARX	0.07631578947368421	lin	mae	0.07889669094184082	0.07847446804047738	0.07897789082532565	3579.046679954064	3595.451351231579	3642.3826892331185	3580.759155954506	3600.8679796367223	3648.712459382252	3738.9865733474317	3754.705219331145	3807.4620687671622	3390.124496031492	3321.1283119181253	3570.834361754584	3390.1244927150774	3321.1282917506765	3570.834365412154	0.0
MARX	0.07631578947368421	lin	mse	0.009795821239732947	0.009713433177897466	0.00984668800373998	133013014.71467006	121074974.03369038	142139414.0868879	133054910.06878844	121343464.60142405	142192443.0429886	147768325.01093763	141552661.8494174	160211617.0547398	113211203.63710615	110040250.53148082	128432886.63207586	113211203.58942711	110040250.6626246	128432886.68420601	0.0
MARX	0.07631578947368421	lin	rmse	0.09897249624224697	0.09855675105185574	0.09923047920744905	11512.471704015405	11003.407382883284	11922.223537867754	11513.940438952737	11015.60096415189	11924.447284590955	12143.734451499819	11897.59059009081	12657.472775192518	10605.927904706832	10490.007174996632	11332.82341837531	10605.927904043177	10490.007181247523	11332.823420675273	0.0
MARX	0.10263157894736842	lin	ev	0.9999999999985821	0.9999999999985768	0.9999999999985864	0.9741062630497058	0.9747803111954082	0.9754420096370516	0.9741341999327314	0.9748839079651668	0.9754511892568352	0.9713336195230783	0.9721074448282326	0.9727695414533268	0.9805743270481445	0.980336296781719	0.9812885073488494	0.9805743270053103	0.9803362968191015	0.9812885073114165	0.0
MARX	0.10263157894736842	lin	mae	0.07859930321569637	0.07861626355202472	0.07890730098677651	4764.343315918099	4751.961521812105	4846.681322100412	4761.730368123673	4751.923992276556	4847.774694774111	4935.718005067763	4806.372680813883	5056.035743452924	4102.909704179436	4051.40539418487	4147.999968037691	4102.909704601516	4051.4053968238977	4147.999969674648	0.0
MARX	0.10263157894736842	lin	mse	0.009715246020062105	0.009725827869949985	0.009774797385072797	177168737.59350476	168316579.16565222	174048040.12533283	176976929.88573867	168252310.15210536	173334418.26794666	196099877.70447975	187917481.1165617	190108599.59587285	132914560.38105302	127535883.63813421	135425637.31213284	132914560.67146833	127535883.89008942	135425637.0543576	0.0
MARX	0.10263157894736842	lin	rmse	0.09856508209354871	0.09861961199452159	0.09886757499338596	13299.355833778123	12973.687955460167	13192.726788853503	13292.33008073495	12971.210820586695	13165.652975372952	13992.256256743272	13708.299716469644	13787.987510723704	11520.49205649061	11293.178633056958	11637.252137516522	11520.492068406043	11293.178644212152	11637.252126441086	0.0
MARX	0.12894736842105264	lin	ev	0.9999999999985725	0.9999999999985648	0.9999999999985811	0.9677190709782341	0.9666536967772278	0.9691301408950915	0.967704218675147	0.9665904997182716	0.9691942764960094	0.9647558708699103	0.9626935844380874	0.9665798938534941	0.9746199084548488	0.9727460540077637	0.9762746421192208	0.974619908467712	0.9727460539687524	0.9762746421985699	0.0
MARX	0.12894736842105264	lin	mae	0.07878378147639849	0.07842655355255897	0.07893689918679817	6035.913667214265	6017.240077113875	6107.582409560656	6036.176904541064	6020.2795360787995	6113.219673974184	6207.596670704096	6101.921324225981	6362.506317487081	5017.338395281193	4967.329702138794	5062.847490342566	5017.338393324045	4967.329705157485	5062.8474928452115	0.0
MARX	0.12894736842105264	lin	mse	0.009762843276429378	0.009737262194522072	0.009792247813495759	220887345.92511263	213082771.4134027	227302817.86561403	220989316.7516099	212641389.83055753	227734146.73506334	241166513.05699915	230335556.06994593	254302408.62436652	173627355.40506908	163796557.29401863	184275228.5414764	173627355.31742734	163796556.76096222	184275228.8049643	0.0
