missing_type	missing_rows_proportion	model	evaluation_metric	drop	drop_lower	drop_upper	mean	mean_lower	mean_upper	median	median_lower	median_upper	random	random_lower	random_upper	regression	regression_lower	regression_upper	stochastic	stochastic_lower	stochastic_upper	missing_cells_proportion
MARX	0.05	lin	ev	-0.12493379048704917	-0.21331778653217215	0.006418954211823952	-0.1135788825192299	-0.20084241749468634	0.00674412004425351	-0.11311135968065762	-0.19916399388600964	0.006601178461619034	-0.11638842259874282	-0.20789461450644214	0.0062506957238536165	-0.11301726001603761	-0.20443398549342123	0.008100845520160216	-0.11223489088194731	-0.198203125395303	0.007099461324364259	0.0
MARX	0.05	lin	mae	20.619558517369263	19.75296885862908	21.87220804080522	20.593934788828648	19.701972253306955	21.610869963401235	20.58834342763116	19.687426226402692	21.60801798404581	20.641641456676247	19.653482697054663	21.684671758833204	20.586659198258005	19.70645151356957	21.55227225931111	20.61220648877514	19.636549861593352	21.579712326689588	0.0
MARX	0.05	lin	mse	4425.353583698871	1137.6338673745106	6738.488095253487	4453.386933272905	1165.5113058051895	6437.05908210498	4452.911776770748	1164.381105637215	6435.393449360776	4458.450630564188	1159.7909736270892	6450.007608691877	4452.594259637752	1166.556792371292	6441.113946312276	4453.610083535478	1166.7210287367884	6437.718136086243	0.0
MARX	0.05	lin	rmse	61.165667590916826	33.72882671261413	82.08829131672233	61.86410541054919	34.13955728667735	80.23128493340282	61.85740572980795	34.12301816628559	80.22090322620667	61.91225071027632	34.05570344489478	80.31193665016406	61.856676802427174	34.15483429907108	80.25654713543487	61.85605852547972	34.15707554658683	80.23538856163644	0.0
MARX	0.07631578947368421	lin	ev	-0.11735919142378272	-0.2078347433131958	0.0072969346229425636	-0.10979649758055293	-0.19639896211886498	0.007515382303971585	-0.11161631669450245	-0.20213869067664125	0.007160850462151702	-0.12066311415790572	-0.19971198831296455	0.0075789697960813585	-0.10976213565453313	-0.20105373394599652	0.006946050864153702	-0.11975342526186615	-0.19467551132880007	0.00737309222118529	0.0
MARX	0.07631578947368421	lin	mae	20.443074617673698	19.15815524044976	22.031059586816806	20.56558303648329	19.686693832945064	21.71314984776432	20.56642469223666	19.68006166141983	21.69271653921063	20.64525205030026	19.641127822918016	21.74854447505499	20.561375356929542	19.67370270181156	21.695901497936326	20.65234195991146	19.730008919173557	21.764154379212354	0.0
MARX	0.07631578947368421	lin	mse	4359.085085346788	1126.2466033421854	6790.196432501191	4449.187429970432	1143.9928983774196	6437.139893947042	4450.203955278396	1158.103546562251	6438.965280014809	4457.5775914798505	1140.1593581766965	6447.005047441481	4449.338336599318	1151.4444705211174	6441.205401132291	4461.112157342362	1160.8292586876444	6434.341716511166	0.0
MARX	0.07631578947368421	lin	rmse	60.76589660382426	33.55959420164855	82.40264603776761	61.81637207883657	33.82293965405932	80.23178805107385	61.83307818175835	34.0308745064295	80.2431634467274	61.924617365970455	33.766219160349216	80.29324318789304	61.816550599412615	33.93294073559143	80.25712054612944	61.953101548200046	34.07094382218767	80.21434724624302	0.0
MARX	0.10263157894736842	lin	ev	-0.13894700740599272	-0.22536169884319068	0.00739361768981131	-0.11313377074143953	-0.20382181063578725	0.007851732441690157	-0.11227210581811725	-0.2011747570315246	0.007615674738499778	-0.1157701401845998	-0.20411270272457377	0.0076913357232296364	-0.1136003637782332	-0.21003196701061605	0.007655500273355986	-0.11270832480159816	-0.21989995335959267	0.008125461268932904	0.0
MARX	0.10263157894736842	lin	mae	20.768193217118647	19.43404453914945	22.51931946281813	20.570843231303062	19.53740319359	21.57361621728111	20.5652611031722	19.511630282991717	21.58780402953039	20.608340814381954	19.46254345054917	21.644988696297176	20.59207402646645	19.46260333134505	21.652886393716962	20.62272268870679	19.578579765094023	21.7261807276845	0.0
MARX	0.10263157894736842	lin	mse	4400.081626378953	1096.1521942451786	7021.698288507511	4454.236087626251	1132.6855972785052	6470.509695180031	4453.4792445992225	1136.0624383006004	6463.988014819392	4460.918691592708	1148.1024477049968	6426.789026445599	4455.577425678303	1131.8892865804178	6449.912242892178	4457.848981417492	1126.7241983992067	6434.373125700835	0.0
MARX	0.10263157894736842	lin	rmse	60.47821481222922	33.10817363473319	83.79554962221789	61.85863046046515	33.65534140446246	80.43947825107793	61.85076127097136	33.70552415128532	80.39891996590795	61.91512885630836	33.8836549836154	80.1672527618635	61.867446106544	33.64356212766566	80.31133689480366	61.88580132178393	33.566704192019365	80.21454110552574	0.0
MARX	0.12894736842105264	lin	ev	-0.15363159982094415	-0.2288892932104044	0.00724807701566671	-0.10768726496497076	-0.19801262529655234	0.006928396876261428	-0.10816761023491883	-0.19851942682422336	0.007656758745451131	-0.12096486727212001	-0.19791578814421185	0.006341850590454889	-0.11003063651152	-0.19049981894239038	0.006839691530610009	-0.1151402659206745	-0.19667077064875638	0.006942100998454104	0.0
MARX	0.12894736842105264	lin	mae	20.66698240633785	18.845891560707024	22.46180961974983	20.551341024858065	19.565252818103907	21.648622916824454	20.549008914004677	19.52205298129219	21.670967880700246	20.708601113433346	19.697668481213192	21.770572644150064	20.56409283067824	19.595667471819457	21.67827231545816	20.643093690256478	19.571966969129985	21.762324299733304	0.0
MARX	0.12894736842105264	lin	mse	4405.458138052222	1054.1761504960257	7146.36878945866	4450.476221215916	1150.968612542245	6435.460798351839	4450.878074954555	1150.0346596178426	6432.782469751931	4470.17341451273	1161.0624156267916	6439.858292358485	4451.514536023626	1159.4646838420094	6448.78136708985	4460.57873052551	1164.0421907245511	6468.274092974998	0.0
